Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Tdap,States,Wisconsin,2016,Age,≥18 Years,81.2,77.6 to 84.4,1105
Tdap,States,Colorado,2017,Age,≥18 Years,71.0,67.9 to 74.0,985
Tdap,States,Delaware,2017,Age,≥18 Years,72.8,69.5 to 75.9,809
Tdap,States,Iowa,2017,Age,≥18 Years,83.6,79.8 to 86.8,911
Tdap,States,Louisiana,2017,Age,≥18 Years,63.9,60.3 to 67.3,785
Tdap,States,Massachusetts,2017,Age,≥18 Years,88.6,86.2 to 90.6,1288
Tdap,States,Michigan,2017,Age,≥18 Years,71.2,68.3 to 73.9,1672
Tdap,States,Missouri,2017,Age,≥18 Years,79.8,76.7 to 82.5,1017
Tdap,States,New Hampshire,2017,Age,≥18 Years,85.6,81.4 to 88.9,551
Tdap,States,New York,2017,Age,≥18 Years,69.1,66.5 to 71.6,1856
Tdap,States,Oklahoma,2017,Age,≥18 Years,74.9,71.5 to 77.9,1429
Tdap,States,Pennsylvania,2017,Age,≥18 Years,78.7,75.7 to 81.3,1131
Tdap,National,U.S. Median,2017,Age,≥18 Years,77.9,,1074
Tdap,States,Utah,2017,Age,≥18 Years,77.7,74.7 to 80.4,1336
Tdap,States,Vermont,2017,Age,≥18 Years,84.6,81.9 to 87.1,807
Tdap,States,Virginia,2017,Age,≥18 Years,76.1,71.5 to 80.2,976
Tdap,States,Washington,2017,Age,≥18 Years,83.2,80.4 to 85.8,1130
Tdap,States,Wisconsin,2017,Age,≥18 Years,78.1,74.4 to 81.4,1200
Tdap,States,Colorado,2013,Age,18-24 Years,44.1,37.0 to 51.5,347
Tdap,States,Delaware,2013,Age,18-24 Years,20.4,15.4 to 26.4,235
Tdap,States,Illinois,2013,Age,18-24 Years,33.5,26.8 to 40.9,242
Tdap,States,Missouri,2013,Age,18-24 Years,25.4,19.9 to 31.9,267
Tdap,States,New York,2013,Age,18-24 Years,32.3,24.3 to 41.6,333
Tdap,States,Oklahoma,2013,Age,18-24 Years,29.7,23.0 to 37.3,468
Tdap,States,Pennsylvania,2013,Age,18-24 Years,33.1,25.9 to 41.1,193
Tdap,States,Rhode Island,2013,Age,18-24 Years,44.5,36.6 to 52.6,192
Tdap,National,U.S. Median,2013,Age,18-24 Years,33.1,,267
Tdap,States,Wisconsin,2013,Age,18-24 Years,44.4,35.6 to 53.4,398
Tdap,States,Delaware,2014,Age,18-24 Years,41.0,33.6 to 49.0,169
Tdap,States,Illinois,2014,Age,18-24 Years,36.2,30.1 to 42.8,271
Tdap,States,Missouri,2014,Age,18-24 Years,51.2,44.3 to 58.0,284
Tdap,States,New York,2014,Age,18-24 Years,40.2,30.4 to 51.0,146
Tdap,States,Oklahoma,2014,Age,18-24 Years,42.3,34.5 to 50.4,442
Tdap,States,Pennsylvania,2014,Age,18-24 Years,39.3,31.8 to 47.3,199
Tdap,States,Rhode Island,2014,Age,18-24 Years,63.2,55.6 to 70.2,207
Tdap,National,U.S. Median,2014,Age,18-24 Years,41.6,,239
Tdap,States,Wisconsin,2014,Age,18-24 Years,44.9,36.1 to 54.1,360
Tdap,States,Colorado,2015,Age,18-24 Years,59.8,52.2 to 67.0,333
Tdap,States,Delaware,2015,Age,18-24 Years,40.0,32.4 to 48.1,160
Tdap,States,Illinois,2015,Age,18-24 Years,39.3,33.3 to 45.7,278
Tdap,States,Missouri,2015,Age,18-24 Years,60.3,53.4 to 66.9,259
Tdap,States,New Mexico,2015,Age,18-24 Years,50.7,45.7 to 55.6,387
Tdap,States,New York,2015,Age,18-24 Years,46.9,36.7 to 57.4,138
Tdap,States,Oklahoma,2015,Age,18-24 Years,45.6,38.3 to 53.1,493
Tdap,States,Pennsylvania,2015,Age,18-24 Years,60.0,51.9 to 67.6,196
Tdap,States,Texas,2015,Age,18-24 Years,39.7,32.8 to 47.1,297
Tdap,National,U.S. Median,2015,Age,18-24 Years,50.7,,278
Tdap,States,Virginia,2015,Age,18-24 Years,64.9,53.9 to 74.6,125
Tdap,States,Wisconsin,2015,Age,18-24 Years,58.8,48.7 to 68.2,342
Tdap,States,Arkansas,2016,Age,18-24 Years,64.4,55.5 to 72.4,278
Tdap,States,Colorado,2016,Age,18-24 Years,68.6,59.6 to 76.5,238
Tdap,States,Delaware,2016,Age,18-24 Years,74.5,66.8 to 80.9,161
Tdap,States,Iowa,2016,Age,18-24 Years,84.1,75.8 to 90.0,217
Tdap,States,Louisiana,2016,Age,18-24 Years,60.1,53.8 to 66.2,259
Tdap,States,Massachusetts,2016,Age,18-24 Years,79.6,70.0 to 86.8,153
Tdap,States,Michigan,2016,Age,18-24 Years,68.9,62.7 to 74.5,419
Tdap,States,Missouri,2016,Age,18-24 Years,77.4,70.9 to 82.9,258
Tdap,States,Nebraska,2016,Age,18-24 Years,84.7,78.1 to 89.6,233
Tdap,States,New Hampshire,2016,Age,18-24 Years,80.8,67.5 to 89.5,84
Tdap,States,New York,2016,Age,18-24 Years,63.2,56.8 to 69.2,329
Tdap,States,Oklahoma,2016,Age,18-24 Years,73.6,67.8 to 78.6,594
Tdap,States,Pennsylvania,2016,Age,18-24 Years,71.9,63.5 to 79.0,182
Tdap,States,Texas,2016,Age,18-24 Years,71.3,65.5 to 76.5,408
Tdap,National,U.S. Median,2016,Age,18-24 Years,73.9,,238
Tdap,States,Utah,2016,Age,18-24 Years,77.3,71.7 to 82.0,361
Tdap,States,Vermont,2016,Age,18-24 Years,83.6,76.3 to 89.0,147
Tdap,States,Virginia,2016,Age,18-24 Years,72.6,61.7 to 81.4,126
Tdap,States,Washington,2016,Age,18-24 Years,73.9,64.4 to 81.6,198
Tdap,States,Wisconsin,2016,Age,18-24 Years,79.2,69.9 to 86.2,269
Tdap,States,Colorado,2017,Age,18-24 Years,67.0,58.7 to 74.4,169
Tdap,States,Delaware,2017,Age,18-24 Years,71.0,63.0 to 77.9,161
Tdap,States,Iowa,2017,Age,18-24 Years,79.5,69.6 to 86.8,225
Tdap,States,Louisiana,2017,Age,18-24 Years,59.0,52.3 to 65.4,245
Tdap,States,Massachusetts,2017,Age,18-24 Years,86.7,79.3 to 91.8,188
Tdap,States,Michigan,2017,Age,18-24 Years,67.2,60.6 to 73.1,435
Tdap,States,Missouri,2017,Age,18-24 Years,77.0,69.9 to 82.9,230
Tdap,States,New Hampshire,2017,Age,18-24 Years,83.0,68.9 to 91.5,77
Tdap,States,New York,2017,Age,18-24 Years,67.3,60.3 to 73.7,270
Tdap,States,Oklahoma,2017,Age,18-24 Years,75.7,69.9 to 80.7,512
Tdap,States,Pennsylvania,2017,Age,18-24 Years,77.5,70.0 to 83.5,211
Tdap,National,U.S. Median,2017,Age,18-24 Years,77.2,,218
Tdap,States,Utah,2017,Age,18-24 Years,77.9,71.8 to 83.0,344
Tdap,States,Vermont,2017,Age,18-24 Years,83.5,75.3 to 89.4,108
Tdap,States,Virginia,2017,Age,18-24 Years,72.7,60.4 to 82.3,151
Tdap,States,Washington,2017,Age,18-24 Years,79.3,71.4 to 85.4,209
Tdap,States,Wisconsin,2017,Age,18-24 Years,78.0,69.6 to 84.6,373
Tdap,States,Colorado,2013,Age,25-34 Years,51.2,46.5 to 56.0,823
Tdap,States,Delaware,2013,Age,25-34 Years,26.8,22.9 to 31.1,485
Tdap,States,Illinois,2013,Age,25-34 Years,31.6,28.0 to 35.4,709
Tdap,States,Missouri,2013,Age,25-34 Years,27.0,23.2 to 31.2,588
Tdap,States,New York,2013,Age,25-34 Years,25.3,20.4 to 30.9,414
Tdap,States,Oklahoma,2013,Age,25-34 Years,27.8,23.0 to 33.2,878
Tdap,States,Pennsylvania,2013,Age,25-34 Years,30.6,26.4 to 35.1,558
Tdap,States,Rhode Island,2013,Age,25-34 Years,45.6,41.3 to 49.9,598
Tdap,National,U.S. Median,2013,Age,25-34 Years,30.6,,598
Tdap,States,Wisconsin,2013,Age,25-34 Years,43.4,38.1 to 48.8,678
Tdap,States,Delaware,2014,Age,25-34 Years,43.4,39.0 to 48.1,489
Tdap,States,Illinois,2014,Age,25-34 Years,46.0,42.1 to 50.0,701
Tdap,States,Missouri,2014,Age,25-34 Years,49.8,45.3 to 54.3,591
Tdap,States,New York,2014,Age,25-34 Years,44.1,38.5 to 49.8,462
Tdap,States,Oklahoma,2014,Age,25-34 Years,42.4,36.9 to 48.0,959
Tdap,States,Pennsylvania,2014,Age,25-34 Years,55.2,50.4 to 59.9,561
Tdap,States,Rhode Island,2014,Age,25-34 Years,64.7,60.7 to 68.6,656
Tdap,National,U.S. Median,2014,Age,25-34 Years,47.9,,624
Tdap,States,Wisconsin,2014,Age,25-34 Years,65.7,60.6 to 70.5,701
Tdap,States,Colorado,2015,Age,25-34 Years,71.0,66.9 to 74.8,873
Tdap,States,Delaware,2015,Age,25-34 Years,51.2,46.7 to 55.6,508
Tdap,States,Illinois,2015,Age,25-34 Years,54.4,50.5 to 58.2,764
Tdap,States,Missouri,2015,Age,25-34 Years,57.2,52.6 to 61.6,610
Tdap,States,New Mexico,2015,Age,25-34 Years,53.6,49.8 to 57.4,666
Tdap,States,New York,2015,Age,25-34 Years,54.7,49.1 to 60.2,498
Tdap,States,Oklahoma,2015,Age,25-34 Years,50.4,45.0 to 55.8,914
Tdap,States,Pennsylvania,2015,Age,25-34 Years,61.3,56.7 to 65.7,583
Tdap,States,Texas,2015,Age,25-34 Years,42.4,37.8 to 47.3,603
Tdap,National,U.S. Median,2015,Age,25-34 Years,54.7,,610
Tdap,States,Virginia,2015,Age,25-34 Years,60.1,53.8 to 66.1,379
Tdap,States,Wisconsin,2015,Age,25-34 Years,71.8,66.4 to 76.6,656
Tdap,States,Arkansas,2016,Age,25-34 Years,63.0,56.0 to 69.4,398
Tdap,States,Colorado,2016,Age,25-34 Years,70.5,66.3 to 74.4,880
Tdap,States,Delaware,2016,Age,25-34 Years,67.2,62.8 to 71.3,516
Tdap,States,Iowa,2016,Age,25-34 Years,84.0,79.4 to 87.8,520
Tdap,States,Louisiana,2016,Age,25-34 Years,64.4,59.6 to 69.0,426
Tdap,States,Massachusetts,2016,Age,25-34 Years,87.1,83.6 to 90.0,714
Tdap,States,Michigan,2016,Age,25-34 Years,73.4,69.8 to 76.7,919
Tdap,States,Missouri,2016,Age,25-34 Years,73.4,69.1 to 77.2,589
Tdap,States,Nebraska,2016,Age,25-34 Years,86.8,83.6 to 89.4,731
Tdap,States,New Hampshire,2016,Age,25-34 Years,81.2,76.0 to 85.5,358
Tdap,States,New York,2016,Age,25-34 Years,67.0,63.8 to 70.1,1157
Tdap,States,Oklahoma,2016,Age,25-34 Years,69.3,64.7 to 73.6,844
Tdap,States,Pennsylvania,2016,Age,25-34 Years,80.8,76.9 to 84.1,617
Tdap,States,Texas,2016,Age,25-34 Years,66.2,62.2 to 70.0,915
Tdap,National,U.S. Median,2016,Age,25-34 Years,73.4,,672
Tdap,States,Utah,2016,Age,25-34 Years,72.6,68.4 to 76.4,740
Tdap,States,Vermont,2016,Age,25-34 Years,83.6,80.2 to 86.6,529
Tdap,States,Virginia,2016,Age,25-34 Years,76.2,70.3 to 81.3,374
Tdap,States,Washington,2016,Age,25-34 Years,80.7,76.7 to 84.2,742
Tdap,States,Wisconsin,2016,Age,25-34 Years,81.6,77.0 to 85.3,672
Tdap,States,Colorado,2017,Age,25-34 Years,74.8,71.0 to 78.2,613
Tdap,States,Delaware,2017,Age,25-34 Years,72.1,67.9 to 75.9,513
Tdap,States,Iowa,2017,Age,25-34 Years,83.4,78.6 to 87.3,552
Tdap,States,Louisiana,2017,Age,25-34 Years,64.2,59.4 to 68.8,436
Tdap,States,Massachusetts,2017,Age,25-34 Years,88.1,84.9 to 90.6,768
Tdap,States,Michigan,2017,Age,25-34 Years,75.3,71.8 to 78.5,967
Tdap,States,Missouri,2017,Age,25-34 Years,81.9,78.2 to 85.1,636
Tdap,States,New Hampshire,2017,Age,25-34 Years,87.4,82.4 to 91.2,360
Tdap,States,New York,2017,Age,25-34 Years,69.1,65.6 to 72.4,1036
Tdap,States,Oklahoma,2017,Age,25-34 Years,75.6,71.2 to 79.5,795
Tdap,States,Pennsylvania,2017,Age,25-34 Years,80.7,77.1 to 83.9,721
Tdap,National,U.S. Median,2017,Age,25-34 Years,80.0,,655
Tdap,States,Utah,2017,Age,25-34 Years,79.2,75.3 to 82.6,776
Tdap,States,Vermont,2017,Age,25-34 Years,84.0,80.4 to 87.1,526
Tdap,States,Virginia,2017,Age,25-34 Years,77.0,71.0 to 82.0,608
Tdap,States,Washington,2017,Age,25-34 Years,84.5,80.9 to 87.5,701
Tdap,States,Wisconsin,2017,Age,25-34 Years,81.1,76.6 to 84.8,673
Tdap,States,Colorado,2013,Age,≥35 Years,50.8,42.4 to 59.1,268
Tdap,States,Delaware,2013,Age,≥35 Years,30.8,23.4 to 39.3,142
Tdap,States,Illinois,2013,Age,≥35 Years,27.1,21.2 to 34.0,220
Tdap,States,Missouri,2013,Age,≥35 Years,25.7,18.0 to 35.4,126
Tdap,States,New York,2013,Age,≥35 Years,25.4,18.1 to 34.4,179
Tdap,States,Oklahoma,2013,Age,≥35 Years,23.9,14.1 to 37.5,197
Tdap,States,Pennsylvania,2013,Age,≥35 Years,28.3,21.0 to 36.8,156
Tdap,States,Rhode Island,2013,Age,≥35 Years,46.9,39.9 to 54.1,220
Tdap,National,U.S. Median,2013,Age,≥35 Years,29.5,,179
Tdap,States,Wisconsin,2013,Age,≥35 Years,41.0,28.4 to 55.0,122
Tdap,States,Delaware,2014,Age,≥35 Years,42.2,33.7 to 51.2,129
Tdap,States,Illinois,2014,Age,≥35 Years,51.1,44.2 to 57.8,242
Tdap,States,Missouri,2014,Age,≥35 Years,40.5,31.3 to 50.4,127
Tdap,States,New York,2014,Age,≥35 Years,43.5,34.2 to 53.3,179
Tdap,States,Oklahoma,2014,Age,≥35 Years,24.1,14.2 to 37.8,174
Tdap,States,Pennsylvania,2014,Age,≥35 Years,45.9,37.6 to 54.3,182
Tdap,States,Rhode Island,2014,Age,≥35 Years,64.0,56.8 to 70.6,210
Tdap,National,U.S. Median,2014,Age,≥35 Years,44.7,,177
Tdap,States,Wisconsin,2014,Age,≥35 Years,59.8,47.3 to 71.2,142
Tdap,States,Colorado,2015,Age,≥35 Years,74.0,66.7 to 80.2,316
Tdap,States,Delaware,2015,Age,≥35 Years,59.4,51.0 to 67.3,148
Tdap,States,Illinois,2015,Age,≥35 Years,53.4,46.9 to 59.8,267
Tdap,States,Missouri,2015,Age,≥35 Years,53.4,43.1 to 63.4,119
Tdap,States,New Mexico,2015,Age,≥35 Years,53.7,45.6 to 61.6,146
Tdap,States,New York,2015,Age,≥35 Years,50.4,40.6 to 60.2,176
Tdap,States,Oklahoma,2015,Age,≥35 Years,49.4,37.9 to 60.9,221
Tdap,States,Pennsylvania,2015,Age,≥35 Years,68.9,60.1 to 76.5,154
Tdap,States,Texas,2015,Age,≥35 Years,46.5,37.8 to 55.4,187
Tdap,National,U.S. Median,2015,Age,≥35 Years,53.7,,162
Tdap,States,Virginia,2015,Age,≥35 Years,61.5,50.6 to 71.4,138
Tdap,States,Wisconsin,2015,Age,≥35 Years,67.5,56.7 to 76.7,162
Tdap,States,Arkansas,2016,Age,≥35 Years,71.6,56.0 to 83.4,79
Tdap,States,Colorado,2016,Age,≥35 Years,77.8,71.3 to 83.2,325
Tdap,States,Delaware,2016,Age,≥35 Years,73.2,65.2 to 80.0,159
Tdap,States,Iowa,2016,Age,≥35 Years,85.0,73.8 to 91.9,116
Tdap,States,Louisiana,2016,Age,≥35 Years,63.7,52.7 to 73.5,85
Tdap,States,Massachusetts,2016,Age,≥35 Years,88.5,83.6 to 92.1,314
Tdap,States,Michigan,2016,Age,≥35 Years,63.9,56.6 to 70.7,248
Tdap,States,Missouri,2016,Age,≥35 Years,64.8,54.7 to 73.8,134
Tdap,States,Nebraska,2016,Age,≥35 Years,84.8,78.0 to 89.8,193
Tdap,States,New Hampshire,2016,Age,≥35 Years,84.4,74.5 to 90.9,98
Tdap,States,New York,2016,Age,≥35 Years,64.3,59.4 to 69.0,563
Tdap,States,Oklahoma,2016,Age,≥35 Years,56.6,46.0 to 66.5,186
Tdap,States,Pennsylvania,2016,Age,≥35 Years,75.2,67.2 to 81.7,178
Tdap,States,Texas,2016,Age,≥35 Years,69.5,61.6 to 76.4,261
Tdap,National,U.S. Median,2016,Age,≥35 Years,74.4,,186
Tdap,States,Utah,2016,Age,≥35 Years,74.4,66.4 to 81.0,214
Tdap,States,Vermont,2016,Age,≥35 Years,75.4,68.3 to 81.3,186
Tdap,States,Virginia,2016,Age,≥35 Years,69.5,57.5 to 79.3,124
Tdap,States,Washington,2016,Age,≥35 Years,79.3,71.9 to 85.2,239
Tdap,States,Wisconsin,2016,Age,≥35 Years,82.2,72.5 to 89.0,164
Tdap,States,Colorado,2017,Age,≥35 Years,63.6,56.3 to 70.4,203
Tdap,States,Delaware,2017,Age,≥35 Years,78.0,70.2 to 84.3,135
Tdap,States,Iowa,2017,Age,≥35 Years,91.7,81.8 to 96.4,134
Tdap,States,Louisiana,2017,Age,≥35 Years,73.7,64.1 to 81.4,104
Tdap,States,Massachusetts,2017,Age,≥35 Years,90.6,85.9 to 93.8,332
Tdap,States,Michigan,2017,Age,≥35 Years,62.4,54.9 to 69.2,270
Tdap,States,Missouri,2017,Age,≥35 Years,75.1,66.3 to 82.3,151
Tdap,States,New Hampshire,2017,Age,≥35 Years,81.7,71.0 to 89.0,114
Tdap,States,New York,2017,Age,≥35 Years,70.0,65.0 to 74.6,550
Tdap,States,Oklahoma,2017,Age,≥35 Years,66.5,53.4 to 77.5,122
Tdap,States,Pennsylvania,2017,Age,≥35 Years,72.5,64.6 to 79.1,199
Tdap,National,U.S. Median,2017,Age,≥35 Years,74.4,,186
Tdap,States,Utah,2017,Age,≥35 Years,70.9,62.0 to 78.4,216
Tdap,States,Vermont,2017,Age,≥35 Years,87.5,81.7 to 91.6,173
Tdap,States,Virginia,2017,Age,≥35 Years,76.7,66.5 to 84.5,217
Tdap,States,Washington,2017,Age,≥35 Years,82.7,75.8 to 88.0,220
Tdap,States,Wisconsin,2017,Age,≥35 Years,64.3,52.6 to 74.4,154
Tdap,States,Colorado,2013,Race/Ethnicity,"Black, Non-Hispanic",46.9,27.8 to 66.9,45
Tdap,States,Delaware,2013,Race/Ethnicity,"Black, Non-Hispanic",21.8,16.4 to 28.5,216
Tdap,States,Illinois,2013,Race/Ethnicity,"Black, Non-Hispanic",31.1,23.2 to 40.3,174
Tdap,States,Missouri,2013,Race/Ethnicity,"Black, Non-Hispanic",29.0,20.4 to 39.4,128
Tdap,States,New York,2013,Race/Ethnicity,"Black, Non-Hispanic",19.9,10.5 to 34.6,140
Tdap,States,Oklahoma,2013,Race/Ethnicity,"Black, Non-Hispanic",29.8,15.4 to 49.8,114
Tdap,States,Pennsylvania,2013,Race/Ethnicity,"Black, Non-Hispanic",30.9,21.8 to 41.8,115
Tdap,States,Rhode Island,2013,Race/Ethnicity,"Black, Non-Hispanic",52.0,37.9 to 65.8,74
Tdap,National,U.S. Median,2013,Race/Ethnicity,"Black, Non-Hispanic",31.1,,128
Tdap,States,Wisconsin,2013,Race/Ethnicity,"Black, Non-Hispanic",32.3,27.9 to 37.1,524
Tdap,States,Delaware,2014,Race/Ethnicity,"Black, Non-Hispanic",41.1,33.8 to 48.9,190
Tdap,States,Illinois,2014,Race/Ethnicity,"Black, Non-Hispanic",34.8,27.1 to 43.3,190
Tdap,States,Missouri,2014,Race/Ethnicity,"Black, Non-Hispanic",48.1,38.3 to 58.0,148
Tdap,States,New York,2014,Race/Ethnicity,"Black, Non-Hispanic",32.7,20.7 to 47.5,86
Tdap,States,Oklahoma,2014,Race/Ethnicity,"Black, Non-Hispanic",44.7,29.2 to 61.2,141
Tdap,States,Pennsylvania,2014,Race/Ethnicity,"Black, Non-Hispanic",40.1,29.7 to 51.6,108
Tdap,States,Rhode Island,2014,Race/Ethnicity,"Black, Non-Hispanic",69.1,55.6 to 79.9,65
Tdap,National,U.S. Median,2014,Race/Ethnicity,"Black, Non-Hispanic",44.7,,145
Tdap,States,Wisconsin,2014,Race/Ethnicity,"Black, Non-Hispanic",51.4,46.4 to 56.3,527
Tdap,States,Colorado,2015,Race/Ethnicity,"Black, Non-Hispanic",79.6,61.3 to 90.6,45
Tdap,States,Delaware,2015,Race/Ethnicity,"Black, Non-Hispanic",48.0,40.6 to 55.4,191
Tdap,States,Illinois,2015,Race/Ethnicity,"Black, Non-Hispanic",40.1,33.1 to 47.6,234
Tdap,States,Missouri,2015,Race/Ethnicity,"Black, Non-Hispanic",45.3,34.7 to 56.3,122
Tdap,States,New Mexico,2015,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,New York,2015,Race/Ethnicity,"Black, Non-Hispanic",41.3,25.8 to 58.7,75
Tdap,States,Oklahoma,2015,Race/Ethnicity,"Black, Non-Hispanic",36.3,21.9 to 53.8,140
Tdap,States,Pennsylvania,2015,Race/Ethnicity,"Black, Non-Hispanic",53.5,42.5 to 64.2,122
Tdap,States,Texas,2015,Race/Ethnicity,"Black, Non-Hispanic",44.7,39.2 to 50.3,307
Tdap,National,U.S. Median,2015,Race/Ethnicity,"Black, Non-Hispanic",46.6,,141
Tdap,States,Virginia,2015,Race/Ethnicity,"Black, Non-Hispanic",67.6,56.4 to 77.1,141
Tdap,States,Wisconsin,2015,Race/Ethnicity,"Black, Non-Hispanic",56.8,51.8 to 61.6,530
Tdap,States,Arkansas,2016,Race/Ethnicity,"Black, Non-Hispanic",59.6,47.1 to 70.9,218
Tdap,States,Colorado,2016,Race/Ethnicity,"Black, Non-Hispanic",66.5,43.4 to 83.7,31
Tdap,States,Delaware,2016,Race/Ethnicity,"Black, Non-Hispanic",62.1,54.4 to 69.3,198
Tdap,States,Iowa,2016,Race/Ethnicity,"Black, Non-Hispanic",76.5,71.4 to 80.9,274
Tdap,States,Louisiana,2016,Race/Ethnicity,"Black, Non-Hispanic",66.2,61.4 to 70.6,393
Tdap,States,Massachusetts,2016,Race/Ethnicity,"Black, Non-Hispanic",84.4,79.3 to 88.5,246
Tdap,States,Michigan,2016,Race/Ethnicity,"Black, Non-Hispanic",59.6,55.8 to 63.4,694
Tdap,States,Missouri,2016,Race/Ethnicity,"Black, Non-Hispanic",76.2,66.4 to 83.8,128
Tdap,States,Nebraska,2016,Race/Ethnicity,"Black, Non-Hispanic",81.4,73.9 to 87.1,137
Tdap,States,New Hampshire,2016,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,New York,2016,Race/Ethnicity,"Black, Non-Hispanic",57.8,51.0 to 64.3,308
Tdap,States,Oklahoma,2016,Race/Ethnicity,"Black, Non-Hispanic",58.1,53.3 to 62.9,369
Tdap,States,Pennsylvania,2016,Race/Ethnicity,"Black, Non-Hispanic",75.2,64.4 to 83.6,114
Tdap,States,Texas,2016,Race/Ethnicity,"Black, Non-Hispanic",63.0,53.2 to 71.9,209
Tdap,National,U.S. Median,2016,Race/Ethnicity,"Black, Non-Hispanic",66.2,,214
Tdap,States,Utah,2016,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,Vermont,2016,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,Virginia,2016,Race/Ethnicity,"Black, Non-Hispanic",64.4,52.3 to 75.0,135
Tdap,States,Washington,2016,Race/Ethnicity,"Black, Non-Hispanic",83.1,76.5 to 88.2,172
Tdap,States,Wisconsin,2016,Race/Ethnicity,"Black, Non-Hispanic",73.4,67.9 to 78.3,438
Tdap,States,Colorado,2017,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,Delaware,2017,Race/Ethnicity,"Black, Non-Hispanic",69.3,62.2 to 75.7,200
Tdap,States,Iowa,2017,Race/Ethnicity,"Black, Non-Hispanic",77.0,72.0 to 81.3,300
Tdap,States,Louisiana,2017,Race/Ethnicity,"Black, Non-Hispanic",53.5,48.3 to 58.6,395
Tdap,States,Massachusetts,2017,Race/Ethnicity,"Black, Non-Hispanic",84.1,79.2 to 88.0,267
Tdap,States,Michigan,2017,Race/Ethnicity,"Black, Non-Hispanic",57.9,54.1 to 61.6,761
Tdap,States,Missouri,2017,Race/Ethnicity,"Black, Non-Hispanic",78.0,68.5 to 85.3,146
Tdap,States,New Hampshire,2017,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,New York,2017,Race/Ethnicity,"Black, Non-Hispanic",61.8,54.8 to 68.4,282
Tdap,States,Oklahoma,2017,Race/Ethnicity,"Black, Non-Hispanic",66.2,60.6 to 71.4,302
Tdap,States,Pennsylvania,2017,Race/Ethnicity,"Black, Non-Hispanic",74.4,64.3 to 82.4,183
Tdap,National,U.S. Median,2017,Race/Ethnicity,"Black, Non-Hispanic",73.0,,275
Tdap,States,Utah,2017,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,Vermont,2017,Race/Ethnicity,"Black, Non-Hispanic",†,†,
Tdap,States,Virginia,2017,Race/Ethnicity,"Black, Non-Hispanic",73.4,60.9 to 83.1,190
Tdap,States,Washington,2017,Race/Ethnicity,"Black, Non-Hispanic",77.4,70.1 to 83.3,152
Tdap,States,Wisconsin,2017,Race/Ethnicity,"Black, Non-Hispanic",72.5,67.5 to 77.1,522
Tdap,States,Colorado,2013,Race/Ethnicity,Hispanic,52.0,44.4 to 59.5,325
Tdap,States,Delaware,2013,Race/Ethnicity,Hispanic,26.7,18.6 to 36.7,94
Tdap,States,Illinois,2013,Race/Ethnicity,Hispanic,37.7,31.1 to 44.8,222
Tdap,States,Missouri,2013,Race/Ethnicity,Hispanic,30.8,17.1 to 48.9,39
Tdap,States,New York,2013,Race/Ethnicity,Hispanic,34.7,24.2 to 46.8,156
Tdap,States,Oklahoma,2013,Race/Ethnicity,Hispanic,18.3,10.5 to 30.0,197
Tdap,States,Pennsylvania,2013,Race/Ethnicity,Hispanic,22.9,14.1 to 34.9,79
Tdap,States,Rhode Island,2013,Race/Ethnicity,Hispanic,53.6,46.4 to 60.6,214
Tdap,National,U.S. Median,2013,Race/Ethnicity,Hispanic,38.7,,162
Tdap,States,Wisconsin,2013,Race/Ethnicity,Hispanic,39.8,32.5 to 47.6,162
Tdap,States,Delaware,2014,Race/Ethnicity,Hispanic,46.7,36.8 to 56.9,97
Tdap,States,Illinois,2014,Race/Ethnicity,Hispanic,39.5,33.2 to 46.3,242
Tdap,States,Missouri,2014,Race/Ethnicity,Hispanic,†,†,
Tdap,States,New York,2014,Race/Ethnicity,Hispanic,30.3,20.1 to 42.9,105
Tdap,States,Oklahoma,2014,Race/Ethnicity,Hispanic,35.6,24.0 to 49.1,176
Tdap,States,Pennsylvania,2014,Race/Ethnicity,Hispanic,42.6,29.9 to 56.4,75
Tdap,States,Rhode Island,2014,Race/Ethnicity,Hispanic,67.0,60.3 to 73.0,253
Tdap,National,U.S. Median,2014,Race/Ethnicity,Hispanic,42.6,,153
Tdap,States,Wisconsin,2014,Race/Ethnicity,Hispanic,56.8,48.8 to 64.4,153
Tdap,States,Colorado,2015,Race/Ethnicity,Hispanic,64.6,57.3 to 71.2,330
Tdap,States,Delaware,2015,Race/Ethnicity,Hispanic,53.0,43.0 to 62.8,101
Tdap,States,Illinois,2015,Race/Ethnicity,Hispanic,43.2,36.4 to 50.3,221
Tdap,States,Missouri,2015,Race/Ethnicity,Hispanic,45.9,28.6 to 64.3,32
Tdap,States,New Mexico,2015,Race/Ethnicity,Hispanic,49.2,45.2 to 53.3,574
Tdap,States,New York,2015,Race/Ethnicity,Hispanic,60.8,47.9 to 72.3,101
Tdap,States,Oklahoma,2015,Race/Ethnicity,Hispanic,37.4,26.7 to 49.4,191
